"Chr","Start","End","Count","Diff","IBS_ratio"
"Chr02",24700000,25200000,30,0,100
"Chr02",24800000,25300000,30,0,100
"Chr02",24900000,25400000,22,0,100
"Chr02",2.5e+07,25500000,12,0,100
"Chr02",25100000,25600000,6,0,100
"Chr02",25200000,25700000,16,0,100
"Chr02",25300000,25800000,21,0,100
"Chr02",25400000,25900000,24,0,100
"Chr02",25500000,2.6e+07,25,0,100
"Chr02",25600000,26100000,25,0,100
"Chr02",25700000,26200000,13,0,100
"Chr02",25800000,26300000,8,0,100
"Chr02",25900000,26400000,9,0,100
"Chr02",2.6e+07,26500000,8,0,100
"Chr02",26100000,26600000,18,0,100
"Chr02",26200000,26700000,24,0,100
"Chr02",26300000,26800000,29,0,100
"Chr02",26400000,26900000,31,0,100
"Chr02",26500000,2.7e+07,36,0,100
"Chr02",26600000,27100000,26,0,100
"Chr02",26700000,27200000,28,0,100
"Chr02",26800000,27300000,24,0,100
"Chr02",26900000,27400000,20,0,100
"Chr02",2.7e+07,27500000,25,0,100
"Chr02",27100000,27600000,25,0,100
"Chr02",27200000,27700000,16,0,100
"Chr02",27300000,27800000,15,0,100
"Chr02",27400000,27900000,13,0,100
"Chr02",27500000,2.8e+07,6,0,100
"Chr02",27600000,28100000,14,0,100
"Chr02",27700000,28200000,18,0,100
"Chr02",27800000,28300000,21,0,100
"Chr02",27900000,28400000,31,1,96.77
"Chr02",2.8e+07,28500000,28,1,96.43
"Chr02",28100000,28600000,20,1,95
"Chr02",28200000,28700000,19,1,94.74
"Chr02",28300000,28800000,16,1,93.75
"Chr02",28400000,28900000,6,0,100
"Chr02",28500000,2.9e+07,9,1,88.89
"Chr02",28600000,29100000,9,2,77.78
"Chr02",28700000,29200000,7,2,71.43
"Chr02",28800000,29300000,7,2,71.43
"Chr02",28900000,29400000,10,2,80
"Chr02",2.9e+07,29500000,6,1,83.33
"Chr02",29100000,29600000,7,0,100
"Chr02",29200000,29700000,12,0,100
"Chr02",29300000,29800000,15,0,100
"Chr02",29400000,29900000,17,1,94.12
"Chr02",29500000,3e+07,25,2,92
"Chr02",29600000,30100000,35,2,94.29
"Chr02",29700000,30200000,33,2,93.94
"Chr02",29800000,30300000,34,3,91.18
"Chr02",29900000,30400000,32,2,93.75
"Chr02",3e+07,30500000,25,1,96
"Chr02",30100000,30600000,15,1,93.33
"Chr02",30200000,30700000,12,1,91.67
"Chr02",30300000,30800000,11,0,100
"Chr02",30400000,30900000,9,0,100
"Chr02",30500000,3.1e+07,13,0,100
"Chr02",30600000,31100000,21,0,100
"Chr02",30700000,31200000,26,0,100
"Chr02",30800000,31300000,29,0,100
"Chr02",30900000,31400000,32,0,100
"Chr02",3.1e+07,31500000,36,0,100
"Chr02",31100000,31600000,36,0,100
"Chr02",31200000,31700000,31,1,96.77
"Chr02",31300000,31800000,39,3,92.31
"Chr02",31400000,31900000,43,5,88.37
"Chr02",31500000,3.2e+07,40,8,80
"Chr02",31600000,32100000,38,10,73.68
"Chr02",31700000,32200000,40,10,75
"Chr02",31800000,32300000,30,8,73.33
"Chr02",31900000,32400000,33,6,81.82
"Chr02",3.2e+07,32500000,26,3,88.46
"Chr02",32100000,32600000,27,1,96.3
"Chr02",32200000,32700000,29,0,100
"Chr02",32300000,32800000,26,0,100
"Chr02",32400000,32900000,28,0,100
"Chr02",32500000,3.3e+07,37,0,100
"Chr02",32600000,33100000,37,0,100
"Chr02",32700000,33200000,42,0,100
"Chr02",32800000,33300000,44,0,100
"Chr02",32900000,33400000,40,0,100
"Chr02",3.3e+07,33500000,35,0,100
"Chr02",33100000,33600000,34,0,100
"Chr02",33200000,33700000,33,0,100
"Chr02",33300000,33800000,39,0,100
"Chr02",33400000,33900000,41,0,100
"Chr02",33500000,3.4e+07,48,0,100
"Chr02",33600000,34100000,40,0,100
"Chr02",33700000,34200000,31,0,100
"Chr02",33800000,34300000,29,0,100
"Chr02",33900000,34400000,23,0,100
"Chr02",3.4e+07,34500000,12,0,100
"Chr02",34100000,34600000,16,0,100
"Chr02",34200000,34700000,25,0,100
"Chr02",34300000,34800000,23,0,100
"Chr02",34400000,34900000,28,0,100
"Chr02",34500000,3.5e+07,29,0,100
"Chr02",34600000,35100000,29,0,100
"Chr02",34700000,35200000,22,0,100
"Chr02",34800000,35300000,21,0,100
"Chr02",34900000,35400000,16,0,100
"Chr02",3.5e+07,35500000,16,0,100
"Chr02",35100000,35600000,12,0,100
"Chr02",35200000,35700000,10,0,100
"Chr02",35300000,35800000,7,0,100
"Chr02",35400000,35900000,2,0,100
"Chr02",35500000,3.6e+07,1,0,100
"Chr02",35600000,36100000,1,0,100
"Chr02",35700000,36200000,1,0,100
"Chr03",0,5e+05,31,1,96.77
"Chr03",1e+05,6e+05,28,1,96.43
"Chr03",2e+05,7e+05,19,0,100
"Chr03",3e+05,8e+05,19,0,100
"Chr03",4e+05,9e+05,19,0,100
"Chr03",5e+05,1e+06,20,0,100
"Chr03",6e+05,1100000,19,0,100
"Chr03",7e+05,1200000,23,0,100
"Chr03",8e+05,1300000,21,0,100
"Chr03",9e+05,1400000,23,0,100
"Chr03",1e+06,1500000,18,0,100
"Chr03",1100000,1600000,22,0,100
"Chr03",1200000,1700000,16,0,100
"Chr03",1300000,1800000,19,1,94.74
"Chr03",1400000,1900000,18,1,94.44
"Chr03",1500000,2e+06,19,1,94.74
"Chr03",1600000,2100000,11,1,90.91
"Chr03",1700000,2200000,14,1,92.86
"Chr03",1800000,2300000,14,0,100
"Chr03",1900000,2400000,15,0,100
"Chr03",2e+06,2500000,21,0,100
"Chr03",2100000,2600000,23,0,100
"Chr03",2200000,2700000,26,0,100
"Chr03",2300000,2800000,27,0,100
"Chr03",2400000,2900000,27,0,100
"Chr03",2500000,3e+06,18,0,100
"Chr03",2600000,3100000,22,0,100
"Chr03",2700000,3200000,18,0,100
"Chr03",2800000,3300000,15,0,100
"Chr03",2900000,3400000,19,0,100
"Chr03",3e+06,3500000,27,0,100
"Chr03",3100000,3600000,26,0,100
"Chr03",3200000,3700000,24,0,100
"Chr03",3300000,3800000,28,0,100
"Chr03",3400000,3900000,22,0,100
"Chr03",3500000,4e+06,13,0,100
"Chr03",3600000,4100000,9,0,100
"Chr03",3700000,4200000,10,0,100
"Chr03",3800000,4300000,8,0,100
"Chr03",3900000,4400000,9,0,100
"Chr03",4e+06,4500000,10,0,100
"Chr03",4100000,4600000,17,0,100
"Chr03",4200000,4700000,28,1,96.43
"Chr03",4300000,4800000,29,1,96.55
"Chr03",4400000,4900000,29,1,96.55
"Chr03",4500000,5e+06,28,1,96.43
"Chr03",4600000,5100000,21,1,95.24
"Chr03",4700000,5200000,8,1,87.5
"Chr03",4800000,5300000,8,1,87.5
"Chr03",4900000,5400000,7,1,85.71
"Chr03",5e+06,5500000,11,1,90.91
"Chr03",5100000,5600000,12,1,91.67
"Chr03",5200000,5700000,15,0,100
"Chr03",5300000,5800000,12,0,100
"Chr03",5400000,5900000,17,0,100
"Chr03",5500000,6e+06,19,0,100
"Chr03",5600000,6100000,17,0,100
"Chr03",5700000,6200000,13,0,100
"Chr03",5800000,6300000,14,0,100
"Chr03",5900000,6400000,11,0,100
"Chr03",6e+06,6500000,13,0,100
"Chr03",6100000,6600000,15,0,100
"Chr03",6200000,6700000,15,0,100
"Chr03",6300000,6800000,13,0,100
"Chr03",6400000,6900000,15,0,100
"Chr03",6500000,7e+06,16,0,100
"Chr03",6600000,7100000,14,0,100
"Chr03",6700000,7200000,14,0,100
"Chr03",6800000,7300000,14,0,100
"Chr03",6900000,7400000,12,0,100
"Chr03",7e+06,7500000,7,0,100
"Chr03",7100000,7600000,6,0,100
"Chr03",7200000,7700000,6,0,100
"Chr03",7300000,7800000,10,0,100
"Chr03",7400000,7900000,9,0,100
"Chr03",7500000,8e+06,17,0,100
"Chr03",7600000,8100000,26,0,100
"Chr03",7700000,8200000,35,0,100
"Chr03",7800000,8300000,32,0,100
"Chr03",7900000,8400000,35,0,100
"Chr03",8e+06,8500000,34,0,100
"Chr03",8100000,8600000,32,0,100
"Chr03",8200000,8700000,27,0,100
"Chr03",8300000,8800000,37,0,100
"Chr03",8400000,8900000,47,0,100
"Chr03",8500000,9e+06,58,0,100
"Chr03",8600000,9100000,70,0,100
"Chr03",8700000,9200000,73,0,100
"Chr03",8800000,9300000,70,0,100
"Chr03",8900000,9400000,66,0,100
"Chr03",9e+06,9500000,54,0,100
"Chr03",9100000,9600000,43,0,100
"Chr03",9200000,9700000,41,0,100
"Chr03",9300000,9800000,45,0,100
"Chr03",9400000,9900000,41,0,100
"Chr03",9500000,1e+07,31,0,100
"Chr03",9600000,10100000,28,0,100
"Chr03",9700000,10200000,29,0,100
"Chr03",9800000,10300000,24,0,100
"Chr03",9900000,10400000,26,0,100
"Chr03",1e+07,10500000,27,1,96.3
"Chr03",10100000,10600000,25,1,96
"Chr03",10200000,10700000,24,4,83.33
"Chr03",10300000,10800000,27,5,81.48
"Chr03",10400000,10900000,25,5,80
"Chr03",10500000,1.1e+07,40,4,90
"Chr03",10600000,11100000,59,5,91.53
"Chr03",10700000,11200000,64,2,96.88
"Chr03",10800000,11300000,58,1,98.28
"Chr03",10900000,11400000,61,2,96.72
"Chr03",1.1e+07,11500000,54,2,96.3
"Chr03",11100000,11600000,41,1,97.56
"Chr03",11200000,11700000,33,1,96.97
"Chr03",11300000,11800000,39,1,97.44
"Chr03",11400000,11900000,32,0,100
"Chr03",11500000,1.2e+07,27,0,100
"Chr03",11600000,12100000,18,0,100
"Chr03",11700000,12200000,22,0,100
"Chr03",11800000,12300000,14,0,100
"Chr03",11900000,12400000,21,0,100
"Chr03",1.2e+07,12500000,25,0,100
"Chr03",12100000,12600000,42,0,100
"Chr03",12200000,12700000,39,0,100
"Chr03",12300000,12800000,38,0,100
"Chr03",12400000,12900000,31,0,100
"Chr03",12500000,1.3e+07,29,0,100
"Chr03",12600000,13100000,18,0,100
"Chr03",12700000,13200000,20,0,100
"Chr03",12800000,13300000,23,0,100
"Chr03",12900000,13400000,21,0,100
"Chr03",1.3e+07,13500000,15,0,100
"Chr03",13100000,13600000,9,0,100
"Chr03",13200000,13700000,6,0,100
"Chr03",13300000,13800000,3,0,100
"Chr03",13400000,13900000,3,0,100
"Chr03",13500000,1.4e+07,5,0,100
"Chr03",13600000,14100000,7,0,100
"Chr03",13700000,14200000,5,0,100
"Chr03",13800000,14300000,12,1,91.67
"Chr03",13900000,14400000,22,1,95.45
"Chr03",1.4e+07,14500000,23,1,95.65
"Chr03",14100000,14600000,24,1,95.83
"Chr03",14200000,14700000,31,1,96.77
"Chr03",14300000,14800000,23,0,100
"Chr03",14400000,14900000,18,1,94.44
"Chr03",14500000,1.5e+07,28,2,92.86
"Chr03",14600000,15100000,27,2,92.59
"Chr03",14700000,15200000,40,4,90
"Chr03",14800000,15300000,43,4,90.7
"Chr03",14900000,15400000,43,3,93.02
"Chr03",1.5e+07,15500000,34,2,94.12
"Chr03",15100000,15600000,33,2,93.94
"Chr03",15200000,15700000,27,0,100
"Chr03",15300000,15800000,40,0,100
"Chr03",15400000,15900000,43,0,100
"Chr03",15500000,1.6e+07,51,0,100
"Chr03",15600000,16100000,54,0,100
"Chr03",15700000,16200000,48,0,100
"Chr03",15800000,16300000,34,0,100
"Chr03",15900000,16400000,30,0,100
"Chr03",1.6e+07,16500000,23,0,100
"Chr03",16100000,16600000,21,0,100
"Chr03",16200000,16700000,22,0,100
"Chr03",16300000,16800000,33,0,100
"Chr03",16400000,16900000,50,0,100
"Chr03",16500000,1.7e+07,64,0,100
"Chr03",16600000,17100000,74,0,100
"Chr03",16700000,17200000,67,0,100
"Chr03",16800000,17300000,56,0,100
"Chr03",16900000,17400000,36,0,100
"Chr03",1.7e+07,17500000,18,0,100
"Chr03",17100000,17600000,9,0,100
"Chr03",17200000,17700000,10,0,100
"Chr03",17300000,17800000,12,0,100
"Chr03",17400000,17900000,17,0,100
"Chr03",17500000,1.8e+07,16,0,100
"Chr03",17600000,18100000,13,0,100
"Chr03",17700000,18200000,10,0,100
"Chr03",17800000,18300000,6,0,100
"Chr03",17900000,18400000,1,0,100
"Chr03",1.8e+07,18500000,4,0,100
"Chr03",18100000,18600000,4,0,100
"Chr03",18200000,18700000,4,0,100
"Chr03",18300000,18800000,4,0,100
"Chr03",18400000,18900000,4,1,75
"Chr03",18500000,1.9e+07,1,1,0
"Chr03",18600000,19100000,1,1,0
"Chr03",18700000,19200000,1,1,0
"Chr03",18800000,19300000,1,1,0
"Chr03",19300000,19800000,1,0,100
"Chr03",19400000,19900000,1,0,100
"Chr03",19500000,2e+07,1,0,100
"Chr03",19600000,20100000,1,0,100
"Chr03",19700000,20200000,2,0,100
"Chr03",19800000,20300000,1,0,100
"Chr03",19900000,20400000,2,0,100
"Chr03",2e+07,20500000,3,0,100
"Chr03",20100000,20600000,3,0,100
"Chr03",20200000,20700000,2,0,100
"Chr03",20300000,20800000,4,0,100
"Chr03",20400000,20900000,4,0,100
"Chr03",20500000,2.1e+07,8,0,100
"Chr03",20600000,21100000,12,0,100
"Chr03",20700000,21200000,27,0,100
"Chr03",20800000,21300000,29,0,100
"Chr03",20900000,21400000,30,0,100
"Chr03",2.1e+07,21500000,25,0,100
"Chr03",21100000,21600000,25,0,100
"Chr03",21200000,21700000,11,0,100
"Chr03",21300000,21800000,7,0,100
"Chr03",21400000,21900000,10,1,90
"Chr03",21500000,2.2e+07,10,1,90
"Chr03",21600000,22100000,23,2,91.3
"Chr03",21700000,22200000,26,3,88.46
"Chr03",21800000,22300000,31,5,83.87
"Chr03",21900000,22400000,30,4,86.67
"Chr03",2.2e+07,22500000,34,4,88.24
"Chr03",22100000,22600000,20,3,85
"Chr03",22200000,22700000,22,2,90.91
"Chr03",22300000,22800000,18,0,100
"Chr03",22400000,22900000,14,0,100
"Chr03",22500000,2.3e+07,15,0,100
"Chr03",22600000,23100000,20,0,100
"Chr03",22700000,23200000,22,0,100
"Chr03",22800000,23300000,35,0,100
"Chr03",22900000,23400000,47,0,100
"Chr03",2.3e+07,23500000,59,0,100
"Chr03",23100000,23600000,53,0,100
"Chr03",23200000,23700000,61,0,100
"Chr03",23300000,23800000,50,0,100
"Chr03",23400000,23900000,51,0,100
"Chr03",23500000,2.4e+07,43,1,97.67
"Chr03",23600000,24100000,42,1,97.62
"Chr03",23700000,24200000,27,1,96.3
"Chr03",23800000,24300000,28,1,96.43
"Chr03",23900000,24400000,27,1,96.3
"Chr03",2.4e+07,24500000,18,0,100
"Chr03",24100000,24600000,25,0,100
"Chr03",24200000,24700000,29,1,96.55
"Chr03",24300000,24800000,36,1,97.22
"Chr03",24400000,24900000,26,1,96.15
"Chr03",24500000,2.5e+07,28,1,96.43
"Chr03",24600000,25100000,24,1,95.83
"Chr03",24700000,25200000,30,0,100
"Chr03",24800000,25300000,34,0,100
"Chr03",24900000,25400000,34,0,100
"Chr03",2.5e+07,25500000,32,0,100
"Chr03",25100000,25600000,33,0,100
"Chr03",25200000,25700000,22,0,100
"Chr03",25300000,25800000,8,0,100
"Chr03",25400000,25900000,8,0,100
"Chr03",25500000,2.6e+07,8,0,100
"Chr03",25600000,26100000,3,0,100
"Chr03",25700000,26200000,5,0,100
"Chr03",25800000,26300000,8,0,100
"Chr03",25900000,26400000,7,0,100
"Chr03",2.6e+07,26500000,11,0,100
"Chr03",26100000,26600000,13,0,100
"Chr03",26200000,26700000,12,0,100
"Chr03",26300000,26800000,14,0,100
"Chr03",26400000,26900000,20,0,100
"Chr03",26500000,2.7e+07,17,0,100
"Chr03",26600000,27100000,19,0,100
"Chr03",26700000,27200000,26,0,100
"Chr03",26800000,27300000,27,0,100
"Chr03",26900000,27400000,25,0,100
"Chr03",2.7e+07,27500000,33,0,100
"Chr03",27100000,27600000,33,0,100
"Chr03",27200000,27700000,31,0,100
"Chr03",27300000,27800000,24,0,100
"Chr03",27400000,27900000,23,0,100
"Chr03",27500000,2.8e+07,17,0,100
"Chr03",27600000,28100000,15,0,100
"Chr03",27700000,28200000,15,0,100
"Chr03",27800000,28300000,19,0,100
"Chr03",27900000,28400000,21,0,100
"Chr03",2.8e+07,28500000,19,0,100
"Chr03",28100000,28600000,27,0,100
"Chr03",28200000,28700000,23,0,100
"Chr03",28300000,28800000,24,0,100
"Chr03",28400000,28900000,32,0,100
"Chr03",28500000,2.9e+07,31,0,100
"Chr03",28600000,29100000,32,0,100
"Chr03",28700000,29200000,38,0,100
"Chr03",28800000,29300000,33,0,100
"Chr03",28900000,29400000,25,0,100
"Chr03",2.9e+07,29500000,27,1,96.3
"Chr03",29100000,29600000,25,4,84
"Chr03",29200000,29700000,24,4,83.33
"Chr03",29300000,29800000,37,4,89.19
"Chr03",29400000,29900000,44,4,90.91
"Chr03",29500000,3e+07,50,3,94
"Chr03",29600000,30100000,50,2,96
"Chr03",29700000,30200000,45,2,95.56
"Chr03",29800000,30300000,42,4,90.48
"Chr03",29900000,30400000,36,4,88.89
"Chr03",3e+07,30500000,43,4,90.7
"Chr03",30100000,30600000,40,3,92.5
"Chr03",30200000,30700000,44,7,84.09
"Chr03",30300000,30800000,42,5,88.1
"Chr03",30400000,30900000,39,5,87.18
"Chr03",30500000,3.1e+07,36,5,86.11
"Chr03",30600000,31100000,38,4,89.47
"Chr03",30700000,31200000,33,0,100
"Chr03",30800000,31300000,40,0,100
"Chr03",30900000,31400000,43,0,100
"Chr03",3.1e+07,31500000,37,0,100
"Chr03",31100000,31600000,31,0,100
"Chr03",31200000,31700000,31,0,100
"Chr03",31300000,31800000,21,1,95.24
"Chr03",31400000,31900000,26,3,88.46
"Chr03",31500000,3.2e+07,28,3,89.29
"Chr03",31600000,32100000,27,3,88.89
"Chr03",31700000,32200000,26,3,88.46
"Chr03",31800000,32300000,23,2,91.3
"Chr03",31900000,32400000,17,0,100
"Chr03",3.2e+07,32500000,10,0,100
"Chr03",32100000,32600000,15,0,100
"Chr03",32200000,32700000,17,0,100
"Chr03",32300000,32800000,20,0,100
"Chr03",32400000,32900000,14,0,100
"Chr03",32500000,3.3e+07,17,0,100
"Chr03",32600000,33100000,17,0,100
"Chr03",32700000,33200000,29,0,100
"Chr03",32800000,33300000,37,0,100
"Chr03",32900000,33400000,49,0,100
"Chr03",3.3e+07,33500000,50,0,100
"Chr03",33100000,33600000,48,0,100
"Chr03",33200000,33700000,37,0,100
"Chr03",33300000,33800000,29,3,89.66
"Chr03",33400000,33900000,19,4,78.95
"Chr03",33500000,3.4e+07,19,4,78.95
"Chr03",33600000,34100000,15,4,73.33
"Chr03",33700000,34200000,12,4,66.67
"Chr03",33800000,34300000,10,1,90
"Chr03",33900000,34400000,9,0,100
"Chr03",3.4e+07,34500000,4,0,100
"Chr03",34100000,34600000,5,0,100
"Chr03",34200000,34700000,12,0,100
"Chr03",34300000,34800000,14,0,100
"Chr03",34400000,34900000,14,0,100
"Chr03",34500000,3.5e+07,16,0,100
"Chr03",34600000,35100000,18,0,100
"Chr03",34700000,35200000,12,0,100
"Chr03",34800000,35300000,8,0,100
"Chr03",34900000,35400000,7,0,100
"Chr03",3.5e+07,35500000,12,0,100
"Chr03",35100000,35600000,9,0,100
"Chr03",35200000,35700000,8,0,100
"Chr03",35300000,35800000,8,1,87.5
"Chr03",35400000,35900000,8,1,87.5
"Chr03",35500000,3.6e+07,2,1,50
"Chr03",35600000,36100000,2,1,50
"Chr03",35700000,36200000,2,1,50
"Chr03",35800000,36300000,1,0,100
"Chr03",35900000,36400000,2,0,100
"Chr03",3.6e+07,36500000,1,0,100
"Chr03",36100000,36600000,1,0,100
"Chr03",36200000,36700000,1,0,100
"Chr03",36300000,36800000,1,0,100
"Chr04",0,5e+05,7,0,100
"Chr04",1e+05,6e+05,7,0,100
"Chr04",2e+05,7e+05,6,0,100
"Chr04",3e+05,8e+05,2,0,100
"Chr04",4e+05,9e+05,1,0,100
"Chr04",3e+06,3500000,1,0,100
"Chr04",3100000,3600000,1,0,100
"Chr04",3200000,3700000,1,0,100
"Chr04",3300000,3800000,1,0,100
"Chr04",3400000,3900000,1,0,100
"Chr04",4700000,5200000,1,0,100
"Chr04",4800000,5300000,1,0,100
"Chr04",4900000,5400000,2,0,100
"Chr04",5e+06,5500000,12,0,100
"Chr04",5100000,5600000,16,0,100
"Chr04",5200000,5700000,18,0,100
"Chr04",5300000,5800000,21,0,100
"Chr04",5400000,5900000,22,1,95.45
"Chr04",5500000,6e+06,12,1,91.67
"Chr04",5600000,6100000,8,1,87.5
"Chr04",5700000,6200000,5,1,80
"Chr04",5800000,6300000,2,1,50
"Chr04",6e+06,6500000,4,4,0
"Chr04",6100000,6600000,9,8,11.11
"Chr04",6200000,6700000,14,10,28.57
"Chr04",6300000,6800000,14,10,28.57
"Chr04",6400000,6900000,14,10,28.57
"Chr04",6500000,7e+06,15,11,26.67
"Chr04",6600000,7100000,10,7,30
"Chr04",6700000,7200000,5,5,0
"Chr04",6800000,7300000,16,13,18.75
"Chr04",6900000,7400000,25,22,12
"Chr04",7e+06,7500000,23,20,13.04
"Chr04",7100000,7600000,31,23,25.81
"Chr04",7200000,7700000,31,23,25.81
"Chr04",7300000,7800000,20,15,25
"Chr04",7400000,7900000,11,6,45.45
"Chr04",7500000,8e+06,8,3,62.5
"Chr04",7700000,8200000,1,1,0
"Chr04",7800000,8300000,4,4,0
"Chr04",7900000,8400000,4,4,0
"Chr04",8e+06,8500000,7,6,14.29
"Chr04",8100000,8600000,11,9,18.18
"Chr04",8200000,8700000,11,9,18.18
"Chr04",8300000,8800000,9,6,33.33
"Chr04",8400000,8900000,10,6,40
"Chr04",8500000,9e+06,7,4,42.86
"Chr04",8600000,9100000,5,1,80
"Chr04",8700000,9200000,4,0,100
"Chr04",8800000,9300000,3,0,100
"Chr04",8900000,9400000,6,0,100
"Chr04",9e+06,9500000,6,0,100
"Chr04",9100000,9600000,6,0,100
"Chr04",9200000,9700000,8,0,100
"Chr04",9300000,9800000,10,0,100
"Chr04",9400000,9900000,6,0,100
"Chr04",9500000,1e+07,6,0,100
"Chr04",9600000,10100000,5,1,80
"Chr04",9700000,10200000,3,1,66.67
"Chr04",9800000,10300000,1,1,0
"Chr04",9900000,10400000,1,1,0
"Chr04",1e+07,10500000,1,1,0
"Chr04",10200000,10700000,2,0,100
"Chr04",10300000,10800000,4,0,100
"Chr04",10400000,10900000,6,1,83.33
"Chr04",10500000,1.1e+07,9,3,66.67
"Chr04",10600000,11100000,9,3,66.67
"Chr04",10700000,11200000,8,4,50
"Chr04",10800000,11300000,7,5,28.57
"Chr04",10900000,11400000,7,4,42.86
"Chr04",1.1e+07,11500000,6,2,66.67
"Chr04",11100000,11600000,7,2,71.43
"Chr04",11200000,11700000,6,1,83.33
"Chr04",11300000,11800000,6,0,100
"Chr04",11400000,11900000,5,0,100
"Chr04",11500000,1.2e+07,7,1,85.71
"Chr04",11600000,12100000,14,1,92.86
"Chr04",11700000,12200000,61,1,98.36
"Chr04",11800000,12300000,68,1,98.53
"Chr04",11900000,12400000,79,1,98.73
"Chr04",1.2e+07,12500000,75,0,100
"Chr04",12100000,12600000,72,0,100
"Chr04",12200000,12700000,26,0,100
"Chr04",12300000,12800000,17,0,100
"Chr04",12400000,12900000,5,0,100
"Chr04",12500000,1.3e+07,7,0,100
"Chr04",12600000,13100000,4,0,100
"Chr04",12700000,13200000,7,0,100
"Chr04",12800000,13300000,9,0,100
"Chr04",12900000,13400000,12,1,91.67
"Chr04",1.3e+07,13500000,23,1,95.65
"Chr04",13100000,13600000,32,5,84.38
"Chr04",13200000,13700000,39,9,76.92
"Chr04",13300000,13800000,39,9,76.92
"Chr04",13400000,13900000,40,11,72.5
"Chr04",13500000,1.4e+07,28,12,57.14
"Chr04",13600000,14100000,22,12,45.45
"Chr04",13700000,14200000,19,12,36.84
"Chr04",13800000,14300000,20,15,25
"Chr04",13900000,14400000,16,12,25
"Chr04",1.4e+07,14500000,15,11,26.67
"Chr04",14100000,14600000,12,7,41.67
"Chr04",14200000,14700000,7,5,28.57
"Chr04",14300000,14800000,17,7,58.82
"Chr04",14400000,14900000,19,7,63.16
"Chr04",14500000,1.5e+07,19,7,63.16
"Chr04",14600000,15100000,20,10,50
"Chr04",14700000,15200000,18,8,55.56
"Chr04",14800000,15300000,5,3,40
"Chr04",14900000,15400000,3,3,0
"Chr04",1.5e+07,15500000,5,3,40
"Chr04",15100000,15600000,2,0,100
"Chr04",15200000,15700000,2,0,100
"Chr04",15300000,15800000,2,0,100
"Chr04",15400000,15900000,4,0,100
"Chr04",15500000,1.6e+07,17,0,100
"Chr04",15600000,16100000,18,0,100
"Chr04",15700000,16200000,18,0,100
"Chr04",15800000,16300000,18,0,100
"Chr04",15900000,16400000,21,5,76.19
"Chr04",1.6e+07,16500000,8,7,12.5
"Chr04",16100000,16600000,9,9,0
"Chr04",16200000,16700000,11,9,18.18
"Chr04",16300000,16800000,18,9,50
"Chr04",16400000,16900000,13,4,69.23
"Chr04",16500000,1.7e+07,11,2,81.82
"Chr04",16600000,17100000,9,0,100
"Chr04",16700000,17200000,8,0,100
"Chr04",16800000,17300000,1,0,100
"Chr04",16900000,17400000,1,0,100
"Chr04",1.7e+07,17500000,1,0,100
"Chr04",17100000,17600000,1,0,100
"Chr04",18100000,18600000,1,0,100
"Chr04",18200000,18700000,1,0,100
"Chr04",18300000,18800000,1,0,100
"Chr04",18400000,18900000,1,0,100
"Chr04",18500000,1.9e+07,2,0,100
"Chr04",18600000,19100000,3,0,100
"Chr04",18700000,19200000,9,0,100
"Chr04",18800000,19300000,20,0,100
"Chr04",18900000,19400000,25,0,100
"Chr04",1.9e+07,19500000,34,0,100
"Chr04",19100000,19600000,42,0,100
"Chr04",19200000,19700000,36,0,100
"Chr04",19300000,19800000,33,0,100
"Chr04",19400000,19900000,29,0,100
"Chr04",19500000,2e+07,20,0,100
"Chr04",19600000,20100000,11,0,100
"Chr04",19700000,20200000,13,0,100
"Chr04",19800000,20300000,11,0,100
"Chr04",19900000,20400000,17,0,100
"Chr04",2e+07,20500000,23,0,100
"Chr04",20100000,20600000,31,0,100
"Chr04",20200000,20700000,35,0,100
"Chr04",20300000,20800000,29,0,100
"Chr04",20400000,20900000,22,0,100
"Chr04",20500000,2.1e+07,15,0,100
"Chr04",20600000,21100000,6,0,100
"Chr04",20800000,21300000,1,0,100
"Chr04",20900000,21400000,1,0,100
"Chr04",2.1e+07,21500000,1,0,100
"Chr04",21100000,21600000,1,0,100
"Chr04",21200000,21700000,1,0,100
"Chr04",21800000,22300000,1,0,100
"Chr04",21900000,22400000,4,0,100
"Chr04",2.2e+07,22500000,11,0,100
"Chr04",22100000,22600000,15,0,100
"Chr04",22200000,22700000,16,0,100
"Chr04",22300000,22800000,15,0,100
"Chr04",22400000,22900000,13,0,100
"Chr04",22500000,2.3e+07,9,0,100
"Chr04",22600000,23100000,11,0,100
"Chr04",22700000,23200000,13,0,100
"Chr04",22800000,23300000,21,0,100
"Chr04",22900000,23400000,23,0,100
"Chr04",2.3e+07,23500000,21,0,100
"Chr04",23100000,23600000,16,0,100
"Chr04",23200000,23700000,14,0,100
"Chr04",23300000,23800000,6,0,100
"Chr04",23400000,23900000,3,0,100
"Chr04",23500000,2.4e+07,2,0,100
"Chr04",23600000,24100000,1,0,100
"Chr04",23700000,24200000,7,0,100
"Chr04",23800000,24300000,8,0,100
"Chr04",23900000,24400000,9,0,100
"Chr04",2.4e+07,24500000,12,0,100
"Chr04",24100000,24600000,29,1,96.55
"Chr04",24200000,24700000,30,1,96.67
"Chr04",24300000,24800000,35,1,97.14
"Chr04",24400000,24900000,42,1,97.62
"Chr04",24500000,2.5e+07,42,1,97.62
"Chr04",24600000,25100000,36,0,100
"Chr04",24700000,25200000,31,1,96.77
"Chr04",24800000,25300000,30,1,96.67
